35,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,4.15,Ed Yong,"20,952","2,406",777,"Every animal, whether human, squid, or wasp, is home to millions of bacteria and other microbes. Many people think of microbes as germs to be eradicated, but those that live with us—the microbiome—build our bodies, protect our health, shape our identities, and grant us incredible abilities. In this astonishing book, Ed Yong takes us on a grand tour through our microbial partners, and introduces us to the scientists on the front lines of discovery.

Yong, whose humor is as evident as his erudition, prompts us to look at ourselves and our animal companions in a new light—less as individuals and more as the interconnected, interdependent multitudes we assuredly are. The microbes in our bodies are part of our immune systems and protect us from disease. Those in cows and termites digest the plants they eat. In the deep oceans, mysterious creatures without mouths or guts depend on microbes for all their energy. Bacteria provide squids with invisibility cloaks, help beetles to bring down forests, and allow worms to cause diseases that afflict millions of people.

I Contain Multitudes is the story of these extraordinary partnerships, between the creatures we are familiar with and those we are not. It reveals how we humans are disrupting these partnerships and how we might manipulate them for our own good. It will change both our view of nature and our sense of where we belong in it.",science
36,Physics of the Impossible,4.08,Michio Kaku,"37,048","1,435","5,894","A fascinating exploration of the science of the impossible—from death rays and force fields to invisibility cloaks—revealing to what extent such technologies might be achievable decades or millennia into the future.

One hundred years ago, scientists would have said that lasers, televisions, and the atomic bomb were beyond the realm of physical possibility. In Physics of the Impossible, the renowned physicist Michio Kaku explores to what extent the technologies and devices of science fiction that are deemed equally impossible today might well become commonplace in the future.

From teleportation to telekinesis, Kaku uses the world of science fiction to explore the fundamentals—and the limits—of the laws of physics as we know them today. He ranks the impossible technologies by categories—Class I, II, and III, depending on when they might be achieved, within the next century, millennia, or perhaps never. In a compelling and thought-provoking narrative, he explains:
· How the science of optics and electromagnetism may one day enable us to bend light around an object, like a stream flowing around a boulder, making the object invisible to observers “downstream”
· How ramjet rockets, laser sails, antimatter engines, and nanorockets may one day take us to the nearby stars
· How telepathy and psychokinesis, once considered pseudoscience, may one day be possible using advances in MRI, computers, superconductivity, and nanotechnology
· Why a time machine is apparently consistent with the known laws of quantum physics, although it would take an unbelievably advanced civilization to actually build one
Kaku uses his discussion of each technology as a jumping-off point to explain the science behind it. An extraordinary scientific adventure, Physics of the Impossible takes readers on an unforgettable, mesmerizing journey into the world of science that both enlightens and entertains.",science
37,The Body: A Guide for Occupants,4.31,Bill Bryson,"65,289","7,620",18.3k,"In the bestselling, prize-winning A Short History of Nearly Everything, Bill Bryson achieved the seemingly impossible by making the science of our world both understandable and entertaining to millions of people around the globe.

Now he turns his attention inwards to explore the human body, how it functions and its remarkable ability to heal itself. Full of extraordinary facts and astonishing stories, The Body: A Guide for Occupants is a brilliant, often very funny attempt to understand the miracle of our physical and neurological make up.

A wonderful successor to A Short History of Nearly Everything, this book will have you marvelling at the form you occupy, and celebrating the genius of your existence, time and time again.",science
38,Bad Science,4.06,Ben Goldacre,"41,305","2,092",926,"How do we know if a treatment works, or if something causes cancer? Can the claims of homeopaths ever be as true - or as interesting - as the improbable research into the placebo effect? Who created the MMR hoax? Do journalists understand science? Why do we seek scientific explanations for social, personal and political problems? Are alternative therapists and the pharmaceutical companies really so different, or do they just use the same old tricks to sell different types of pill?

We are obsessed with our health. And yet - from the media's ""world-expert microbiologist"" with a mail-order Ph.D. in his garden shed laboratory, via multiple health scares and miracle cures, to the million-pound trial that Durham Council now denies ever existed - we are constantly bombarded with inaccurate, contradictory and sometimes even misleading information. Until now.

Ben Goldacre masterfully dismantles the dodgy science behind some of the great drug trials, court cases and missed opportunities of our time, but he also goes further: out of the bullshit, he shows us the fascinating story of how we know what we know, and gives us the tools to uncover bad science for ourselves.",science
39,Death by Black Hole: And Other Cosmic Quandaries,4.09,Neil deGrasse Tyson,"29,218","1,418",284k,"A vibrant collection of essays on the cosmos from the nation's best-known astrophysicist. ""One of today's best popularizers of science."" —Kirkus Reviews.

Loyal readers of the monthly ""Universe"" essays in Natural History magazine have long recognized Neil deGrasse Tyson's talent for guiding them through the mysteries of the cosmos with stunning clarity and almost childlike enthusiasm. Here, Tyson compiles his favorite essays across a myriad of cosmic topics.

The title essay introduces readers to the physics of black holes by explaining the gory details of what would happen to your body if you fell into one. ""Holy Wars"" examines the needless friction between science and religion in the context of historical conflicts. ""The Search for Life in the Universe"" explores astral life from the frontiers of astrobiology. And ""Hollywood Nights"" assails the movie industry's feeble efforts to get its night skies right.

Known for his ability to blend content, accessibility, and humor, Tyson is a natural teacher who simplifies some of the most complex concepts in astrophysics while simultaneously sharing his infectious excitement about our universe.",science
40,Bonk: The Curious Coupling of Science and Sex,3.84,Mary Roach,"55,938","4,800",10.9k,"In Bonk, the best-selling author of Stiff turns her outrageous curiosity and insight on the most alluring scientific subject of all: sex. Can a person think herself to orgasm? Why doesn't Viagra help women-or, for that matter, pandas? Can a dead man get an erection? Is vaginal orgasm a myth? Mary Roach shows us how and why sexual arousal and orgasm-two of the most complex, delightful, and amazing scientific phenomena on earth-can be so hard to achieve and what science is doing to make the bedroom a more satisfying place.",science
41,Genome: the Autobiography of a Species in 23 Chapters,4.05,Matt Ridley,"25,360","1,113","1,741","""Ridley leaps from chromosome to chromosome in a handy summation of our ever increasing understanding of the roles that genes play in disease, behavior, sexual differences, and even intelligence. . . . . He addresses not only the ethical quandaries faced by contemporary scientists but the reductionist danger in equating inheritability with inevitability."" -- The New Yorker

The genome's been mapped. But what does it mean? Matt Ridley's Genome is the book that explains it all: what it is, how it works, and what it portends for the future

Arguably the most significant scientific discovery of the new century, the mapping of the twenty-three pairs of chromosomes that make up the human genome raises almost as many questions as it answers. Questions that will profoundly impact the way we think about disease, about longevity, and about free will. Questions that will affect the rest of your life.

Genome offers extraordinary insight into the ramifications of this incredible breakthrough. By picking one newly discovered gene from each pair of chromosomes and telling its story, Matt Ridley recounts the history of our species and its ancestors from the dawn of life to the brink of future medicine. From Huntington's disease to cancer, from the applications of gene therapy to the horrors of eugenics, Ridley probes the scientific, philosophical, and moral issues arising as a result of the mapping of the genome. It will help you understand what this scientific milestone means for you, for your children, and for humankind.",science
42,A Universe from Nothing: Why There Is Something Rather Than Nothing,3.94,Lawrence M. Krauss,"27,197","1,499","1,591","Bestselling author and acclaimed physicist Lawrence Krauss offers a paradigm-shifting view of how everything that exists came to be in the first place.

“Where did the universe come from? What was there before it? What will the future bring? And finally, why is there something rather than nothing?”

One of the few prominent scientists today to have crossed the chasm between science and popular culture, Krauss describes the staggeringly beautiful experimental observations and mind-bending new theories that demonstrate not only can something arise from nothing, something will always arise from nothing. With a new preface about the significance of the discovery of the Higgs particle, A Universe from Nothing uses Krauss’s characteristic wry humor and wonderfully clear explanations to take us back to the beginning of the beginning, presenting the most recent evidence for how our universe evolved—and the implications for how it’s going to end.

Provocative, challenging, and delightfully readable, this is a game-changing look at the most basic underpinning of existence and a powerful antidote to outmoded philosophical, religious, and scientific thinking.",science
43,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,4.14,Richard Preston,"1,06,720","5,874","1,091","A highly infectious, deadly virus from the central African rain forest suddenly appears in the suburbs of Washington, D.C. There is no cure. In a few days 90 percent of its victims are dead. A secret military SWAT team of soldiers and scientists is mobilized to stop the outbreak of this exotic ""hot"" virus. The Hot Zone tells this dramatic story, giving a hair-raising account of the appearance of rare and lethal viruses and their ""crashes"" into the human race. Shocking, frightening, and impossible to ignore, The Hot Zone proves that truth really is scarier than fiction.",science
44,"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",4.05,Peter Wohlleben,"58,002","7,094","1,340","The Hidden Life of Trees: What They Feel, How They Communicate – Discoveries from a Secret World.

In The Hidden Life of Trees, Peter Wohlleben shares his deep love of woods and forests and explains the amazing processes of life, death, and regeneration he has observed in the woodland and the amazing scientific processes behind the wonders of which we are blissfully unaware. Much like human families, tree parents live together with their children, communicate with them, and support them as they grow, sharing nutrients with those who are sick or struggling and creating an ecosystem that mitigates the impact of extremes of heat and cold for the whole group. As a result of such interactions, trees in a family or community are protected and can live to be very old. In contrast, solitary trees, like street kids, have a tough time of it and in most cases die much earlier than those in a group.

Drawing on groundbreaking new discoveries, Wohlleben presents the science behind the secret and previously unknown life of trees and their communication abilities; he describes how these discoveries have informed his own practices in the forest around him. As he says, a happy forest is a healthy forest, and he believes that eco-friendly practices not only are economically sustainable but also benefit the health of our planet and the mental and physical health of all who live on Earth.
More book description",science
45,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,4.21,Richard P. Feynman,"24,750",929,"5,205","Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher is a publishing first. This set couples a book containing the six easiest chapters from Richard P. Feynman's landmark work, Lectures on Physics—specifically designed for the general, non-scientist reader—with the actual recordings of the late, great physicist delivering the lectures on which the chapters are based. Nobel Laureate Feynman gave these lectures just once, to a group of Caltech undergraduates in 1961 and 1962, and these newly released recordings allow you to experience one of the Twentieth Century's greatest minds—as if you were right there in the classroom.",science
46,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,4.02,Neil Shubin,"23,966","1,700",587,"Why do we look the way we do? What does the human hand have in common with the wing of a fly? Are breasts, sweat glands, and scales connected in some way? To better understand the inner workings of our bodies and to trace the origins of many of today's most common diseases, we have to turn to unexpected sources: worms, flies, and even fish.

Neil Shubin, a leading paleontologist and professor of anatomy who discovered Tiktaalik-the ""missing link"" that made headlines around the world in April 2006-tells the story of evolution by tracing the organs of the human body back millions of years, long before the first creatures walked the earth. By examining fossils and DNA, Shubin shows us that our hands actually resemble fish fins, our head is organized like that of a long-extinct jawless fish, and major parts of our genome look and function like those of worms and bacteria.

Shubin makes us see ourselves and our world in a completely new light. Your Inner Fish is science writing at its finest-enlightening, accessible, and told with irresistible enthusiasm.",science
47,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,3.96,Dava Sobel,"67,220","3,126",682,"Anyone alive in the eighteenth century would have known that ""the longitude problem"" was the thorniest scientific dilemma of the day—and had been for centuries. Lacking the ability to measure their longitude, sailors throughout the great ages of exploration had been literally lost at sea as soon as they lost sight of land. Thousands of lives, and the increasing fortunes of nations, hung on a resolution.

The scientific establishment of Europe—from Galileo to Sir Issac Newton—had mapped the heavens in both hemispheres in its certain pursuit of a celestial answer. In stark contrast, one man, John Harrison, dared to imagine a mechanical solution—a clock that would keep precise time at sea, something no clock had ever been able to do on land. Longitude is a dramatic human story of an epic scientific quest and Harrison's forty-year obsession with building his perfect timekeeper, known today as the chronometer. Full of heroism and chicanery, it is also a fascinating brief history of astronomy, navigation, and clock-making, and opens a new window on our world.

On its 10th anniversary, a gift edition of this classic book, with a forward by one of history's greatest explorers, and eight pages of color illustrations.",science
48,Lab Girl,3.98,Hope Jahren,"63,105","8,306","1,864","Acclaimed scientist Hope Jahren has built three laboratories in which she’s studied trees, flowers, seeds, and soil. Her first book is a revelatory treatise on plant life—but it is also so much more.

Lab Girl is a book about work, love, and the mountains that can be moved when those two things come together. It is told through Jahren’s stories: about her childhood in rural Minnesota with an uncompromising mother and a father who encouraged hours of play in his classroom’s labs; about how she found a sanctuary in science, and learned to perform lab work done “with both the heart and the hands”; and about the inevitable disappointments, but also the triumphs and exhilarating discoveries, of scientific work.

Yet at the core of this book is the story of a relationship Jahren forged with a brilliant, wounded man named Bill, who becomes her lab partner and best friend. Their sometimes rogue adventures in science take them from the Midwest across the United States and back again, over the Atlantic to the ever-light skies of the North Pole and to tropical Hawaii, where she and her lab currently make their home.",science
49,The Rise and Fall of the Dinosaurs: A New History of a Lost World,4.17,Stephen Brusatte,"24,824","3,234",676,"The dinosaurs. Sixty-six million years ago, the Earth’s most fearsome creatures vanished. Today they remain one of our planet’s great mysteries. Now The Rise and Fall of the Dinosaurs reveals their extraordinary, 200-million-year-long story as never before.

In this captivating narrative (enlivened with more than seventy original illustrations and photographs), Steve Brusatte, a young American paleontologist who has emerged as one of the foremost stars of the field—naming fifteen new species and leading groundbreaking scientific studies and fieldwork—masterfully tells the complete, surprising, and new history of the dinosaurs, drawing on cutting-edge science to dramatically bring to life their lost world and illuminate their enigmatic origins, spectacular flourishing, astonishing diversity, cataclysmic extinction, and startling living legacy. Captivating and revelatory, The Rise and Fall of the Dinosaurs is a book for the ages.

Brusatte traces the evolution of dinosaurs from their inauspicious start as small shadow dwellers—themselves the beneficiaries of a mass extinction caused by volcanic eruptions at the beginning of the Triassic period—into the dominant array of species every wide-eyed child memorizes today, T. rex, Triceratops, Brontosaurus, and more. This gifted scientist and writer re-creates the dinosaurs’ peak during the Jurassic and Cretaceous, when thousands of species thrived, and winged and feathered dinosaurs, the prehistoric ancestors of modern birds, emerged. The story continues to the end of the Cretaceous period, when a giant asteroid or comet struck the planet and nearly every dinosaur species (but not all) died out, in the most extraordinary extinction event in earth’s history, one full of lessons for today as we confront a “sixth extinction.”

Brusatte also recalls compelling stories from his globe-trotting expeditions during one of the most exciting eras in dinosaur research—which he calls “a new golden age of discovery”—and offers thrilling accounts of some of the remarkable findings he and his colleagues have made, including primitive human-sized tyrannosaurs; monstrous carnivores even larger than T. rex; and paradigm-shifting feathered raptors from China.

An electrifying scientific history that unearths the dinosaurs’ epic saga, The Rise and Fall of the Dinosaurs will be a definitive and treasured account for decades to come.",science
50,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,4.14,Richard Dawkins,"26,173",836,18.9k,"The renowned biologist and thinker Richard Dawkins presents his most expansive work yet: a comprehensive look at evolution, ranging from the latest developments in the field to his own provocative views. Loosely based on the form of Chaucer's Canterbury Tales, Dawkins's Tale takes us modern humans back through four billion years of life on our planet. As the pilgrimage progresses, we join with other organisms at the forty ""rendezvous points"" where we find a common ancestor. The band of pilgrims swells into a vast crowd as we join first with other primates, then with other mammals, and so on back to the first primordial organism.

Dawkins's brilliant, inventive approach allows us to view the connections between ourselves and all other life in a bracingly novel way. It also lets him shed bright new light on the most compelling aspects of evolutionary history and theory: sexual selection, speciation, convergent evolution, extinction, genetics, plate tectonics, geographical dispersal, and more. The Ancestor's Tale is at once a far-reaching survey of the latest, best thinking on biology and a fascinating history of life on Earth. Here Dawkins shows us how remarkable we are, how astonishing our history, and how intimate our relationship with the rest of the living world.",science
51,Behave: The Biology of Humans at Our Best and Worst,4.43,Robert M. Sapolsky,"17,279","2,053","3,159","Why do we do the things we do?

More than a decade in the making, this game-changing book is Robert Sapolsky's genre-shattering attempt to answer that question as fully as perhaps only he could, looking at it from every angle. Sapolsky's storytelling concept is delightful but it also has a powerful intrinsic logic: he starts by looking at the factors that bear on a person's reaction in the precise moment a behavior occurs, and then hops back in time from there, in stages, ultimately ending up at the deep history of our species and its evolutionary legacy.

And so the first category of explanation is the neurobiological one. A behavior occurs--whether an example of humans at our best, worst, or somewhere in between. What went on in a person's brain a second before the behavior happened? Then Sapolsky pulls out to a slightly larger field of vision, a little earlier in time: What sight, sound, or smell caused the nervous system to produce that behavior? And then, what hormones acted hours to days earlier to change how responsive that individual is to the stimuli that triggered the nervous system? By now he has increased our field of vision so that we are thinking about neurobiology and the sensory world of our environment and endocrinology in trying to explain what happened.

Sapolsky keeps going: How was that behavior influenced by structural changes in the nervous system over the preceding months, by that person's adolescence, childhood, fetal life, and then back to his or her genetic makeup? Finally, he expands the view to encompass factors larger than one individual. How did culture shape that individual's group, what ecological factors millennia old formed that culture? And on and on, back to evolutionary factors millions of years old.

The result is one of the most dazzling tours d'horizon of the science of human behavior ever attempted, a majestic synthesis that harvests cutting-edge research across a range of disciplines to provide a subtle and nuanced perspective on why we ultimately do the things we do...for good and for ill. Sapolsky builds on this understanding to wrestle with some of our deepest and thorniest questions relating to tribalism and xenophobia, hierarchy and competition, morality and free will, and war and peace. Wise, humane, often very funny, Behave is a towering achievement, powerfully humanizing, and downright heroic in its own right.",science
52,Gulp: Adventures on the Alimentary Canal,3.92,Mary Roach,"45,527","5,256",10.9k,"“America’s funniest science writer” (Washington Post) takes us down the hatch on an unforgettable tour. The alimentary canal is classic Mary Roach terrain: the questions explored in Gulp are as taboo, in their way, as the cadavers in Stiff and every bit as surreal as the universe of zero gravity explored in Packing for Mars. Why is crunchy food so appealing? Why is it so hard to find words for flavors and smells? Why doesn’t the stomach digest itself? How much can you eat before your stomach bursts? Can constipation kill you? Did it kill Elvis? In Gulp we meet scientists who tackle the questions no one else thinks of—or has the courage to ask. We go on location to a pet-food taste-test lab, a fecal transplant, and into a live stomach to observe the fate of a meal. With Roach at our side, we travel the world, meeting murderers and mad scientists, Eskimos and exorcists (who have occasionally administered holy water rectally), rabbis and terrorists—who, it turns out, for practical reasons do not conceal bombs in their digestive tracts.
Like all of Roach’s books, Gulp is as much about human beings as it is about human bodies.",science
53,Relativity: The Special and the General Theory,4.2,Albert Einstein,"19,926",768,"9,063","An accesible version of Einstein's masterpiece of theory, written by the genius himself

According to Einstein himself, this book is intended ""to give an exact insight into the theory of Relativity to those readers who, from a general scientific and philosophical point of view, are interested in the theory, but who are not conversant with the mathematical apparatus of theoretical physics."" When he wrote the book in 1916, Einstein's name was scarcely known outside the physics institutes. Having just completed his masterpiece, The General Theory of Relativity—which provided a brand-new theory of gravity and promised a new perspective on the cosmos as a whole—he set out at once to share his excitement with as wide a public as possible in this popular and accessible book.

Here published for the first time as a Penguin Classic, this edition of features a new introduction by bestselling science author Nigel Calder.
More book description",science
54,The Order of Time,4.12,Carlo Rovelli,"23,344","2,850","2,598","Time is a mystery that does not cease to puzzle us. Philosophers, artists and poets have long explored its meaning while scientists have found that its structure is different from the simple intuition we have of it. From Boltzmann to quantum theory, from Einstein to loop quantum gravity, our understanding of time has been undergoing radical transformations. Time flows at different speeds in different places, the past and the future differ far less than we might think and the very notion of the present evaporates in the vast universe.

With his extraordinary charm and sense of wonder, bringing together science, philosophy and art, Carlo Rovelli unravels this mystery, inviting us to imagine a world where time is in us and we are not in time.",science
55,A Briefer History of Time,4.24,Stephen Hawking,"35,354","1,486",11.3k,"Stephen Hawking's worldwide bestseller, A Brief History of Time, has been a landmark volume in scientific writing. Its author's engaging voice is one reason, and the compelling subjects he addresses is another; the nature of space and time, the role of God in creation, the history and future of the universe. But it is also true that in the years since its publication, readers have repeatedly told Professor Hawking of their great difficulty in understanding some of the book's most important concepts.

This is the origin of and the reason for A Briefer History of Time: its author's wish to make its content more accessible to readers - as well as to bring it up-to-date with the latest scientific observations and findings.

Although this book is literally somewhat ""briefer"", it actually expands on the great subjects of the original. Purely technical concepts, such as the mathematics of chaotic boundary conditions, are gone. Conversely, subjects of wide interest that were difficult to follow because they were interspersed throughout the book have now been given entire chapters of their own, including relativity, curved space, and quantum theory.

This reorganization has allowed the authors to expand areas of special interest and recent progress, from the latest developments in string theory to exciting developments in the search for a complete unified theory of all the forces of physics. Like prior editions of the book - but even more so - A Briefer History of Time will guide nonscientists everywhere in the ongoing search for the tantalizing secrets at the heart of time and space.

Thirty-seven full-color illustrations enhance the text and make A Briefer History of Time an exhilarating addition in its own right to the literature of science.",science
56,Silent Spring,4,Rachel Carson,"42,517","2,835","1,014","Silent Spring is an environmental science book. The book documents the adverse environmental effects caused by the indiscriminate use of pesticides. Carson accused the chemical industry of spreading disinformation, and public officials of accepting the industry's marketing claims unquestioningly.

The book appeared in September 1962 and the outcry that followed its publication forced the banning of DDT and spurred revolutionary changes in the laws affecting our air, land, and water. Carson’s book was instrumental in launching the environmental movement.
More book description",science
57,The Magic of Reality: How We Know What's Really True,4.05,Richard Dawkins,"24,683","1,869",18.9k,"Magic takes many forms. Supernatural magic is what our ancestors used in order to explain the world before they developed the scientific method. The ancient Egyptians explained the night by suggesting the goddess Nut swallowed the sun. The Vikings believed a rainbow was the gods’ bridge to earth. The Japanese used to explain earthquakes by conjuring a gigantic catfish that carried the world on its back—earthquakes occurred each time it flipped its tail. These are magical, extraordinary tales. But there is another kind of magic, and it lies in the exhilaration of discovering the real answers to these questions. It is the magic of reality—science.

Packed with clever thought experiments, dazzling illustrations and jaw-dropping facts, The Magic of Reality explains a stunningly wide range of natural phenomena. What is stuff made of? How old is the universe? Why do the continents look like disconnected pieces of a puzzle? What causes tsunamis? Why are there so many kinds of plants and animals? Who was the first man, or woman? This is a page-turning, graphic detective story that not only mines all the sciences for its clues but primes the reader to think like a scientist as well.

Richard Dawkins, the world’s most famous evolutionary biologist and one of science education’s most passionate advocates, has spent his career elucidating the wonders of science for adult readers. But now, in a dramatic departure, he has teamed up with acclaimed artist Dave McKean and used his unrivaled explanatory powers to share the magic of science with readers of all ages. This is a treasure trove for anyone who has ever wondered how the world works. Dawkins and McKean have created an illustrated guide to the secrets of our world—and the universe beyond—that will entertain and inform for years to come.",science
58,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,4.1,Brian Greene,"18,673",782,"3,320","From the best-selling author of The Elegant Universe and The Fabric of the Cosmos comes his most expansive and accessible book to date—a book that takes on the grandest question: Is ours the only universe?

There was a time when “universe” meant all there is. Everything. Yet, in recent years discoveries in physics and cosmology have led a number of scientists to conclude that our universe may be one among many. With crystal-clear prose and inspired use of analogy, Brian Greene shows how a range of different “multiverse” proposals emerges from theories developed to explain the most refined observations of both subatomic particles and the dark depths of space: a multiverse in which you have an infinite number of doppelgängers, each reading this sentence in a distant universe; a multiverse comprising a vast ocean of bubble universes, of which ours is but one; a multiverse that endlessly cycles through time, or one that might be hovering millimeters away yet remains invisible; another in which every possibility allowed by quantum physics is brought to life. Or, perhaps strangest of all, a multiverse made purely of math.

Greene, one of our foremost physicists and science writers, takes us on a captivating exploration of these parallel worlds and reveals how much of reality’s true nature may be deeply hidden within them. And, with his unrivaled ability to make the most challenging of material accessible and entertaining, Greene tackles the core question: How can fundamental science progress if great swaths of reality lie beyond our reach?

Sparked by Greene’s trademark wit and precision, The Hidden Reality is at once a far-reaching survey of cutting-edge physics and a remarkable journey to the very edge of reality—a journey grounded firmly in science and limited only by our imagination.",science
59,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",4.24,Michael Pollan,"62,977","5,749",12.1k,"Could psychedelic drugs change our worldview? One of America's most admired writers takes us on a mind-altering journey to the frontiers of human consciousness

When LSD was first discovered in the 1940s, it seemed to researchers, scientists and doctors as if the world might be on the cusp of psychological revolution. It promised to shed light on the deep mysteries of consciousness, as well as offer relief to addicts and the mentally ill. But in the 1960s, with the vicious backlash against the counter-culture, all further research was banned. In recent years, however, work has quietly begun again on the amazing potential of LSD, psilocybin and DMT. Could these drugs in fact improve the lives of many people? Diving deep into this extraordinary world and putting himself forward as a guinea-pig, Michael Pollan has written a remarkable history of psychedelics and a compelling portrait of the new generation of scientists fascinated by the implications of these drugs. is a report from what could very well be the future of human consciousness.
More book description",science
60,Being Mortal: Medicine and What Matters in the End,4.47,Atul Gawande,"1,62,990","18,154","4,885","In Being Mortal, author Atul Gawande tackles the hardest challenge of his profession: how medicine can not only improve life but also the process of its ending

Medicine has triumphed in modern times, transforming birth, injury, and infectious disease from harrowing to manageable. But in the inevitable condition of aging and death, the goals of medicine seem too frequently to run counter to the interest of the human spirit. Nursing homes, preoccupied with safety, pin patients into railed beds and wheelchairs. Hospitals isolate the dying, checking for vital signs long after the goals of cure have become moot. Doctors, committed to extending life, continue to carry out devastating procedures that in the end extend suffering.

Gawande, a practicing surgeon, addresses his profession's ultimate limitation, arguing that quality of life is the desired goal for patients and families. Gawande offers examples of freer, more socially fulfilling models for assisting the infirm and dependent elderly, and he explores the varieties of hospice care to demonstrate that a person's last weeks or months may be rich and dignified.",science
61,"Parallel Worlds: A Journey through Creation, Higher Dimensions, and the Future of the Cosmos",4.2,Michio Kaku,"19,770",728,"5,894","In this thrilling journey into the mysteries of our cosmos, bestselling author Michio Kaku takes us on a dizzying ride to explore black holes and time machines, multidimensional space and, most tantalizing of all, the possibility that parallel universes may lay alongside our own. Kaku skillfully guides us through the latest innovations in string theory and its latest iteration, M-theory, which posits that our universe may be just one in an endless multiverse, a singular bubble floating in a sea of infinite bubble universes. If M-theory is proven correct, we may perhaps finally find answer to the question, “What happened before the big bang?” This is an exciting and unforgettable introduction into the new cutting-edge theories of physics and cosmology from one of the pre-eminent voices in the field.",science
62,Dragons of Eden: Speculations on the Evolution of Human Intelligence,4.19,Carl Sagan,"19,158",846,10.6k,"Com os DRAGÕES DO ÉDEN, Prémio Pulitzer, para muitos a mais bela obra do autor, os leitores de ""Ciência Aberta"" irão participar numa grande aventura... Num Éden perdido onde os dragões reinavam encontram-se as fundações da nossa inteligência e das nossas paixões... Sagan conduz-nos, numa visita guiada, até esse mundo perdido...

Harmonizando informação científica e os grandes mitos do passado, utilizando a sua incomparável capacidade de relacionamento e de diálogo com as diversas áreas do conhecimento científico, com a filosofia e com a história, Sagan faz o ponto de grandes espaços do saber humano, propondo hipóteses por vezes arrojadas, mas sempre motivadoras - Carl Sagan é o professor que todos gostaríamos de ter, ou ter tido, e os DRAGÕES DO ÉDEN são uma obra-prima de instrutivo prazer.

""Carl Sagan tem o toque de Midas. Transforma em ouro tudo aquilo em que toca. Assim acontece com OS DRAGÕES DO ÉDEN. Nunca li nada tão apaixonante sobre os temas.""

Isaac Asimov",science
63,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,4.1,Mark Miodownik,"17,216","1,843",332,"An adventure deep inside the everyday materials that surround us, packed with surprising stories and fascinating science. Why is glass see-through? What makes elastic stretchy? Why does a paper clip bend? Why does any material look and behave the way it does? These are the sorts of questions that Mark Miodownik a globally-renowned materials scientist has spent his life exploring In this book he examines the materials he encounters in a typical morning, from the steel in his razor and the graphite in his pencil to the foam in his sneakers and the concrete in a nearby skyscraper.",science
64,The World Without Us,3.8,Alan Weisman,"40,258","3,708",428,"A penetrating, page-turning tour of a post-human Earth

In The World Without Us, Alan Weisman offers an utterly original approach to questions of humanity's impact on the planet: he asks us to envision our Earth, without us. In this far-reaching narrative, Weisman explains how our massive infrastructure would collapse and finally vanish without human presence; which everyday items may become immortalized as fossils; how copper pipes and wiring would be crushed into mere seams of reddish rock; why some of our earliest buildings might be the last architecture left; and how plastic, bronze sculpture, radio waves, and some man-made molecules may be our most lasting gifts to the universe.

The World Without Us reveals how, just days after humans disappear, floods in New York's subways would start eroding the city's foundations, and how, as the world's cities crumble, asphalt jungles would give way to real ones. It describes the distinct ways that organic and chemically treated farms would revert to wild, how billions more birds would flourish, and how cockroaches in unheated cities would perish without us. Drawing on the expertise of engineers, atmospheric scientists, art conservators, zoologists, oil refiners, marine biologists, astrophysicists, religious leaders from rabbis to the Dalai Lama, and paleontologists—who describe a prehuman world inhabited by megafauna like giant sloths that stood taller than mammoths—Weisman illustrates what the planet might be like today, if not for us.

From places already devoid of humans (a last fragment of primeval European forest; the Korean DMZ; Chernobyl), Weisman reveals Earth's tremendous capacity for self-healing. As he shows which human devastations are indelible, and which examples of our highest art and culture would endure longest, Weisman's narrative ultimately drives toward a radical but persuasive solution that needn't depend on our demise. It is narrative nonfiction at its finest, and in posing an irresistible concept with both gravity and a highly readable touch, it looks deeply at our effects on the planet in a way that no other book has.",science
65,Why Evolution Is True,4.18,Jerry A. Coyne,"23,546",995,316,"Why evolution is more than just a theory: it is a fact.

In all the current highly publicized debates about creationism and its descendant ""intelligent design,"" there is an element of the controversy that is rarely mentioned—the ""evidence,"" the empirical truth of evolution by natural selection. Even Richard Dawkins and Stephen Jay Gould, while extolling the beauty of evolution and examining case studies, have not focused on the evidence itself. Yet the proof is vast, varied, and magnificent, drawn from many different fields of science. Scientists are observing species splitting into two and are finding more and more fossils capturing change in the past—dinosaurs that have sprouted feathers, fish that have grown limbs.

Why Evolution Is True weaves together the many threads of modern work in genetics, paleontology, geology, molecular biology, and anatomy that demonstrate the ""indelible stamp"" of the processes first proposed by Darwin. In crisp, lucid prose accessible to a wide audience, Why Evolution Is True dispels common misunderstandings and fears about evolution and clearly confirms that this amazing process of change has been firmly established as a scientific truth.",science
